Job Title,Job Description,Required Skills,Salary Range,Location,Company,Experience Level,Industry,Job Type,Date Posted,Min Salary,Max Salary,Month,Avg Salary
Java Developer,Design scalable backend systems with PostgreSQL to support web platforms.,"hibernate, postgresql",£25 - £31,Hanoi,Axon Active,Entry-Level,Cloud Computing,Full-Time,2020-05-05,25,31,2020-05,28.0
Web Application Developer,Build full stack solutions using SQL to enhance user experience.,"git, java, mongodb, sql",£29 - £43,Da Nang,Nexlify Vietnam,Mid-Level,Cybersecurity,Full-Time,2020-05-07,29,43,2020-05,36.0
Backend Developer,Develop and maintain web applications using Git for client projects.,"docker, git, hibernate, sql",£37 - £49,Hai Phong,Nexlify Vietnam,Mid-Level,Mobile Development,Full-Time,2020-08-03,37,49,2020-08,43.0
Backend Developer,Develop and maintain web applications using Node.js for client projects.,"java, node.js",£27 - £32,Hanoi,NashTech,Entry-Level,Web Development,Contract-Type,2020-08-26,27,32,2020-08,29.5
Data Scientist,Integrate APIs and microservices using MongoDB for web systems.,"hibernate, mongodb, python",£28 - £35,Hanoi,Lazada Vietnam,Entry-Level,Web Development,Full-Time,2020-09-24,28,35,2020-09,31.5
Java Developer,Optimize Java-based web applications with Git for performance.,"docker, git, react",£58 - £67,Hanoi,TMA Solutions,Senior,IT Infrastructure,Full-Time,2020-11-18,58,67,2020-11,62.5
Backend Developer,Integrate APIs and microservices using Git for web systems.,"aws, git",£41 - £47,Ho Chi Minh City,Techcombank IT,Mid-Level,Cloud Computing,Full-Time,2020-06-04,41,47,2020-06,44.0
Cloud Engineer,Create responsive front-end interfaces with PostgreSQL for modern web apps.,"git, postgresql",£15 - £29,Da Nang,FPT Software,Entry-Level,IT Infrastructure,Full-Time,2020-09-01,15,29,2020-09,22.0
Full Stack Developer,Lead development of web and full stack projects utilizing Docker.,"aws, docker, python",£31 - £46,Da Nang,Viettel Solutions,Mid-Level,Web Development,Part-Time,2020-03-25,31,46,2020-03,38.5
Web Developer,Develop and maintain web applications using Docker for client projects.,"docker, git, react",£25 - £32,Ho Chi Minh City,Nexlify Vietnam,Entry-Level,Software Development,Full-Time,2020-12-16,25,32,2020-12,28.5
Cloud Engineer,Build full stack solutions using PostgreSQL to enhance user experience.,"git, java, postgresql",£55 - £66,Ho Chi Minh City,KMS Technology,Senior,Cybersecurity,Full-Time,2020-11-05,55,66,2020-11,60.5
Full Stack Developer,Design scalable backend systems with Hibernate to support web platforms.,"hibernate, node.js, react",£20 - £35,Hanoi,Tiki,Entry-Level,Software Development,Full-Time,2020-11-29,20,35,2020-11,27.5
Software Engineer,Integrate APIs and microservices using Java for web systems.,"java, sql",£58 - £67,Hanoi,CMC Global,Senior,Cloud Computing,Full-Time,2020-05-01,58,67,2020-05,62.5
Data Scientist,Build full stack solutions using Git to enhance user experience.,"git, node.js, python",£64 - £72,Ho Chi Minh City,KMS Technology,Senior,Mobile Development,Full-Time,2020-11-01,64,72,2020-11,68.0
Full Stack Developer,Integrate APIs and microservices using Java for web systems.,"git, hibernate, java",£28 - £43,Ho Chi Minh City,CMC Global,Entry-Level,Mobile Development,Part-Time,2020-08-07,28,43,2020-08,35.5
Full Stack Developer,Design scalable backend systems with Docker to support web platforms.,"docker, java, mongodb",£21 - £33,Ho Chi Minh City,Lazada Vietnam,Entry-Level,Cloud Computing,Full-Time,2020-08-17,21,33,2020-08,27.0
Backend Developer,Integrate APIs and microservices using Java for web systems.,"java, mongodb, react, sql",£22 - £33,Da Nang,FPT Software,Entry-Level,Data Science,Full-Time,2020-04-04,22,33,2020-04,27.5
Backend Developer,Build full stack solutions using Java to enhance user experience.,"java, postgresql",£50 - £60,Remote,Lazada Vietnam,Senior,IT Infrastructure,Full-Time,2020-07-25,50,60,2020-07,55.0
Backend Developer,Build full stack solutions using Git to enhance user experience.,"aws, git, spring boot",£59 - £71,Ho Chi Minh City,Axon Active,Senior,Software Development,Contract-Type,2020-08-04,59,71,2020-08,65.0
Full Stack Developer,Lead development of web and full stack projects utilizing Python.,"postgresql, python",£25 - £34,Da Nang,Techcombank IT,Entry-Level,Software Development,Part-Time,2020-12-27,25,34,2020-12,29.5
Software Engineer,Integrate APIs and microservices using Java for web systems.,"aws, java, node.js",£57 - £64,Hanoi,KMS Technology,Senior,Mobile Development,Contract-Type,2020-04-21,57,64,2020-04,60.5
Full Stack Developer,Integrate APIs and microservices using PostgreSQL for web systems.,"postgresql, spring boot",£50 - £59,Da Nang,NashTech,Senior,Software Development,Contract-Type,2020-08-26,50,59,2020-08,54.5
Cloud Engineer,Create responsive front-end interfaces with MongoDB for modern web apps.,"mongodb, sql",£60 - £70,Hanoi,KMS Technology,Senior,Cybersecurity,Full-Time,2020-04-13,60,70,2020-04,65.0
Cloud Engineer,Optimize Java-based web applications with Node.js for performance.,"hibernate, node.js",£22 - £30,Can Tho,Techcombank IT,Entry-Level,Mobile Development,Full-Time,2020-01-29,22,30,2020-01,26.0
Web Developer,Integrate APIs and microservices using Python for web systems.,"aws, git, java, python",£55 - £70,Ho Chi Minh City,Nexlify Vietnam,Senior,Web Development,Full-Time,2020-05-26,55,70,2020-05,62.5
Backend Developer,Develop and maintain web applications using React for client projects.,"docker, git, react, spring boot",£61 - £68,Ho Chi Minh City,CMC Global,Senior,Cloud Computing,Full-Time,2020-11-19,61,68,2020-11,64.5
Web Developer,Design scalable backend systems with Git to support web platforms.,"git, sql",£63 - £74,Ho Chi Minh City,Techcombank IT,Senior,Mobile Development,Full-Time,2020-04-29,63,74,2020-04,68.5
Web Application Developer,Optimize Java-based web applications with Java for performance.,"git, java",£35 - £50,Da Nang,NashTech,Mid-Level,Cloud Computing,Contract-Type,2020-06-18,35,50,2020-06,42.5
Web Developer,Build full stack solutions using Node.js to enhance user experience.,"docker, node.js, postgresql, python",£20 - £35,Remote,Shopee Vietnam,Entry-Level,Artificial Intelligence,Full-Time,2020-01-12,20,35,2020-01,27.5
Web Application Developer,Build full stack solutions using Docker to enhance user experience.,"docker, node.js, postgresql, spring boot",£20 - £31,Hanoi,Zalo,Entry-Level,Cybersecurity,Full-Time,2020-10-29,20,31,2020-10,25.5
Web Developer,Optimize Java-based web applications with MongoDB for performance.,"aws, mongodb, node.js, spring boot",£20 - £29,Hanoi,Haravan,Entry-Level,Mobile Development,Contract-Type,2020-01-11,20,29,2020-01,24.5
Cloud Engineer,Design scalable backend systems with Git to support web platforms.,"aws, git, postgresql",£54 - £68,Remote,VinAI,Senior,Artificial Intelligence,Full-Time,2020-07-04,54,68,2020-07,61.0
Web Developer,Design scalable backend systems with Git to support web platforms.,"git, spring boot",£59 - £66,Ho Chi Minh City,Lazada Vietnam,Senior,Web Development,Contract-Type,2020-09-10,59,66,2020-09,62.5
Data Scientist,Create responsive front-end interfaces with Spring Boot for modern web apps.,"mongodb, postgresql, python, spring boot",£59 - £73,Hanoi,Lazada Vietnam,Senior,IT Infrastructure,Part-Time,2020-09-26,59,73,2020-09,66.0
Data Scientist,Create responsive front-end interfaces with Java for modern web apps.,"java, postgresql",£25 - £39,Ho Chi Minh City,Techcombank IT,Entry-Level,Mobile Development,Full-Time,2020-12-02,25,39,2020-12,32.0
Backend Developer,Create responsive front-end interfaces with Spring Boot for modern web apps.,"python, react, spring boot",£34 - £43,Remote,Haravan,Mid-Level,Software Development,Full-Time,2020-02-07,34,43,2020-02,38.5
Backend Developer,Lead development of web and full stack projects utilizing Git.,"aws, git",£17 - £27,Da Nang,KMS Technology,Entry-Level,Cybersecurity,Part-Time,2020-10-25,17,27,2020-10,22.0
Software Engineer,Create responsive front-end interfaces with Python for modern web apps.,"aws, docker, java, python",£64 - £79,Ho Chi Minh City,KMS Technology,Senior,Data Science,Full-Time,2020-03-04,64,79,2020-03,71.5
Web Developer,Optimize Java-based web applications with Java for performance.,"git, java",£61 - £74,Ho Chi Minh City,Nexlify Vietnam,Senior,Mobile Development,Full-Time,2020-11-16,61,74,2020-11,67.5
Web Developer,Integrate APIs and microservices using AWS for web systems.,"aws, hibernate, node.js, spring boot",£61 - £68,Ho Chi Minh City,Haravan,Senior,Software Development,Full-Time,2020-10-31,61,68,2020-10,64.5
Full Stack Developer,Create responsive front-end interfaces with Python for modern web apps.,"postgresql, python, react, sql",£37 - £48,Hanoi,Axon Active,Mid-Level,Mobile Development,Full-Time,2020-06-15,37,48,2020-06,42.5
Software Engineer,Integrate APIs and microservices using Git for web systems.,"git, node.js, sql",£55 - £61,Hanoi,Axon Active,Senior,Cybersecurity,Contract-Type,2020-08-27,55,61,2020-08,58.0
Data Scientist,Build full stack solutions using AWS to enhance user experience.,"aws, spring boot",£31 - £37,Da Nang,Lazada Vietnam,Mid-Level,IT Infrastructure,Full-Time,2020-01-23,31,37,2020-01,34.0
Software Engineer,Develop and maintain web applications using Python for client projects.,"hibernate, mongodb, python",£25 - £31,Ho Chi Minh City,FPT Software,Entry-Level,IT Infrastructure,Full-Time,2020-01-06,25,31,2020-01,28.0
Backend Developer,Optimize Java-based web applications with Node.js for performance.,"git, mongodb, node.js, sql",£15 - £30,Hai Phong,Nexlify Vietnam,Entry-Level,IT Infrastructure,Full-Time,2020-05-18,15,30,2020-05,22.5
Backend Developer,Optimize Java-based web applications with React for performance.,"node.js, react, sql",£36 - £51,Remote,VNG,Mid-Level,IT Infrastructure,Full-Time,2020-01-20,36,51,2020-01,43.5
Web Application Developer,Develop and maintain web applications using Docker for client projects.,"docker, git, hibernate",£34 - £48,Ho Chi Minh City,VNG,Mid-Level,Cybersecurity,Full-Time,2020-06-20,34,48,2020-06,41.0
Cloud Engineer,Integrate APIs and microservices using Node.js for web systems.,"git, mongodb, node.js, postgresql",£58 - £67,Nha Trang,Shopee Vietnam,Senior,IT Infrastructure,Full-Time,2020-11-27,58,67,2020-11,62.5
Cloud Engineer,Optimize Java-based web applications with Docker for performance.,"docker, mongodb, node.js, react",£20 - £28,Ho Chi Minh City,Zalo,Entry-Level,Data Science,Full-Time,2020-05-15,20,28,2020-05,24.0
Full Stack Developer,Optimize Java-based web applications with Node.js for performance.,"node.js, sql",£42 - £53,Ho Chi Minh City,KMS Technology,Mid-Level,IT Infrastructure,Full-Time,2020-02-08,42,53,2020-02,47.5
Web Developer,Optimize Java-based web applications with Git for performance.,"git, postgresql",£34 - £48,Ho Chi Minh City,Shopee Vietnam,Mid-Level,Cybersecurity,Contract-Type,2020-01-03,34,48,2020-01,41.0
Web Developer,Optimize Java-based web applications with MongoDB for performance.,"mongodb, react",£35 - £42,Remote,Grab Vietnam,Mid-Level,Web Development,Part-Time,2020-09-17,35,42,2020-09,38.5
Data Scientist,Lead development of web and full stack projects utilizing Docker.,"docker, hibernate, mongodb, python",£21 - £29,Hanoi,TMA Solutions,Entry-Level,Software Development,Part-Time,2020-11-16,21,29,2020-11,25.0
Web Application Developer,Develop and maintain web applications using Hibernate for client projects.,"aws, docker, hibernate, sql",£56 - £69,Ho Chi Minh City,CMC Global,Senior,Software Development,Contract-Type,2020-10-05,56,69,2020-10,62.5
Backend Developer,Develop and maintain web applications using Java for client projects.,"java, node.js, sql",£23 - £29,Ho Chi Minh City,CMC Global,Entry-Level,Data Science,Full-Time,2020-07-13,23,29,2020-07,26.0
Software Engineer,Build full stack solutions using Java to enhance user experience.,"git, java",£19 - £29,Remote,Zalo,Entry-Level,Artificial Intelligence,Part-Time,2020-04-04,19,29,2020-04,24.0
Cloud Engineer,Create responsive front-end interfaces with React for modern web apps.,"git, react",£25 - £34,Ho Chi Minh City,Viettel Solutions,Entry-Level,Web Development,Part-Time,2020-09-14,25,34,2020-09,29.5
Web Developer,Integrate APIs and microservices using Java for web systems.,"docker, java, mongodb, sql",£37 - £50,Ho Chi Minh City,Viettel Solutions,Mid-Level,Software Development,Contract-Type,2020-08-18,37,50,2020-08,43.5
Backend Developer,Lead development of web and full stack projects utilizing MongoDB.,"aws, docker, mongodb, postgresql",£26 - £37,Hanoi,Tiki,Entry-Level,Cloud Computing,Contract-Type,2020-02-21,26,37,2020-02,31.5
Full Stack Developer,Develop and maintain web applications using React for client projects.,"mongodb, postgresql, python, react",£55 - £64,Ho Chi Minh City,Techcombank IT,Senior,Cybersecurity,Contract-Type,2020-07-10,55,64,2020-07,59.5
Backend Developer,Optimize Java-based web applications with Spring Boot for performance.,"python, spring boot",£57 - £69,Da Nang,TMA Solutions,Senior,Mobile Development,Part-Time,2020-07-19,57,69,2020-07,63.0
Full Stack Developer,Build full stack solutions using Hibernate to enhance user experience.,"hibernate, python",£56 - £65,Ho Chi Minh City,Haravan,Senior,Mobile Development,Contract-Type,2020-12-13,56,65,2020-12,60.5
Backend Developer,Create responsive front-end interfaces with SQL for modern web apps.,"aws, sql",£30 - £43,Hanoi,TMA Solutions,Entry-Level,Cloud Computing,Contract-Type,2020-07-30,30,43,2020-07,36.5
Web Developer,Build full stack solutions using Hibernate to enhance user experience.,"hibernate, java, node.js, python",£61 - £74,Hanoi,Lazada Vietnam,Senior,Mobile Development,Full-Time,2020-12-11,61,74,2020-12,67.5
Cloud Engineer,Optimize Java-based web applications with SQL for performance.,"python, sql",£20 - £28,Da Nang,VinAI,Entry-Level,Data Science,Part-Time,2020-04-22,20,28,2020-04,24.0
Data Scientist,Lead development of web and full stack projects utilizing SQL.,"docker, mongodb, sql",£32 - £44,Remote,Viettel Solutions,Mid-Level,Cloud Computing,Part-Time,2020-10-28,32,44,2020-10,38.0
Cloud Engineer,Integrate APIs and microservices using Spring Boot for web systems.,"docker, mongodb, spring boot",£25 - £33,Hanoi,Axon Active,Entry-Level,Mobile Development,Full-Time,2020-04-10,25,33,2020-04,29.0
Web Application Developer,Develop and maintain web applications using MongoDB for client projects.,"git, hibernate, mongodb, python",£65 - £76,Hanoi,NashTech,Senior,Cloud Computing,Contract-Type,2020-02-28,65,76,2020-02,70.5
Software Engineer,Optimize Java-based web applications with MongoDB for performance.,"docker, java, mongodb, spring boot",£30 - £39,Ho Chi Minh City,Lazada Vietnam,Entry-Level,Data Science,Full-Time,2020-03-08,30,39,2020-03,34.5
Software Engineer,Design scalable backend systems with SQL to support web platforms.,"postgresql, sql",£55 - £65,Hanoi,FPT Software,Senior,Software Development,Full-Time,2020-10-08,55,65,2020-10,60.0
Full Stack Developer,Develop and maintain web applications using React for client projects.,"java, node.js, react",£58 - £64,Ho Chi Minh City,Tiki,Senior,Software Development,Part-Time,2020-04-08,58,64,2020-04,61.0
Full Stack Developer,Build full stack solutions using Python to enhance user experience.,"postgresql, python",£60 - £74,Da Nang,Axon Active,Senior,Cloud Computing,Full-Time,2020-06-28,60,74,2020-06,67.0
Java Developer,Build full stack solutions using Git to enhance user experience.,"docker, git, node.js, sql",£41 - £49,Hanoi,TMA Solutions,Mid-Level,Data Science,Part-Time,2020-10-01,41,49,2020-10,45.0
